abstract_sku,concrete_sku,price_type,store,currency,value_net,value_gross,from_included,to_included
001,,DEFAULT,AT,CHF,,10924,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
001,,DEFAULT,AT,CHF,,8624,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
001,,DEFAULT,AT,CHF,,4312,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
001,,DEFAULT,AT,EUR,,9499,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
001,,DEFAULT,AT,EUR,,7499,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
001,,DEFAULT,AT,EUR,,3750,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
002,,DEFAULT,AT,CHF,,10924,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
002,,DEFAULT,AT,CHF,,8624,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
002,,DEFAULT,AT,CHF,,4312,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
002,,DEFAULT,AT,EUR,,9499,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
002,,DEFAULT,AT,EUR,,7499,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
002,,DEFAULT,AT,EUR,,3750,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
003,,DEFAULT,AT,CHF,,7101,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
003,,DEFAULT,AT,CHF,,5606,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
003,,DEFAULT,AT,CHF,,2803,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
003,,DEFAULT,AT,EUR,,6175,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
003,,DEFAULT,AT,EUR,,4875,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
003,,DEFAULT,AT,EUR,,2438,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
004,,DEFAULT,AT,CHF,,7648,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
004,,DEFAULT,AT,CHF,,6038,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
004,,DEFAULT,AT,CHF,,3019,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
004,,DEFAULT,AT,EUR,,6650,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
004,,DEFAULT,AT,EUR,,5250,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
004,,DEFAULT,AT,EUR,,2625,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
005,,DEFAULT,AT,CHF,,7648,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
005,,DEFAULT,AT,CHF,,6038,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
005,,DEFAULT,AT,CHF,,3019,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
005,,DEFAULT,AT,EUR,,6650,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
005,,DEFAULT,AT,EUR,,5250,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
005,,DEFAULT,AT,EUR,,2625,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
006,,DEFAULT,AT,CHF,,37691,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
006,,DEFAULT,AT,CHF,,29756,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
006,,DEFAULT,AT,CHF,,14878,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
006,,DEFAULT,AT,EUR,,32775,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
006,,DEFAULT,AT,EUR,,25875,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
006,,DEFAULT,AT,EUR,,12938,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
007,,DEFAULT,AT,CHF,,37691,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
007,,DEFAULT,AT,CHF,,29756,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
007,,DEFAULT,AT,CHF,,14878,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
007,,DEFAULT,AT,EUR,,32775,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
007,,DEFAULT,AT,EUR,,25875,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
007,,DEFAULT,AT,EUR,,12938,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
008,,DEFAULT,AT,CHF,,37691,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
008,,DEFAULT,AT,CHF,,29756,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
008,,DEFAULT,AT,CHF,,14878,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
008,,DEFAULT,AT,EUR,,32775,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
008,,DEFAULT,AT,EUR,,25875,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
008,,DEFAULT,AT,EUR,,12938,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
009,,DEFAULT,AT,CHF,,10924,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
009,,DEFAULT,AT,CHF,,8624,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
009,,DEFAULT,AT,CHF,,4312,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
009,,DEFAULT,AT,EUR,,9499,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
009,,DEFAULT,AT,EUR,,7499,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
009,,DEFAULT,AT,EUR,,3750,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
010,,DEFAULT,AT,CHF,,37801,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
010,,DEFAULT,AT,CHF,,29843,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
010,,DEFAULT,AT,CHF,,14922,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
010,,DEFAULT,AT,EUR,,32870,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
010,,DEFAULT,AT,EUR,,25950,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
010,,DEFAULT,AT,EUR,,12975,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
011,,DEFAULT,AT,CHF,,39986,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
011,,DEFAULT,AT,CHF,,31568,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
011,,DEFAULT,AT,CHF,,15784,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
011,,DEFAULT,AT,EUR,,34770,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
011,,DEFAULT,AT,EUR,,27450,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
011,,DEFAULT,AT,EUR,,13725,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
012,,DEFAULT,AT,CHF,,39986,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
012,,DEFAULT,AT,CHF,,31568,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
012,,DEFAULT,AT,CHF,,15784,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
012,,DEFAULT,AT,EUR,,34770,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
012,,DEFAULT,AT,EUR,,27450,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
012,,DEFAULT,AT,EUR,,13725,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
013,,DEFAULT,AT,CHF,,6226,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
013,,DEFAULT,AT,CHF,,4916,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
013,,DEFAULT,AT,CHF,,2458,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
013,,DEFAULT,AT,EUR,,5414,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
013,,DEFAULT,AT,EUR,,4274,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
013,,DEFAULT,AT,EUR,,2137,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
014,,DEFAULT,AT,CHF,,5003,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
014,,DEFAULT,AT,CHF,,3950,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
014,,DEFAULT,AT,CHF,,1975,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
014,,DEFAULT,AT,EUR,,4350,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
014,,DEFAULT,AT,EUR,,3434,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
014,,DEFAULT,AT,EUR,,1717,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
015,,DEFAULT,AT,CHF,,6555,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
015,,DEFAULT,AT,CHF,,5175,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
015,,DEFAULT,AT,CHF,,2588,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
015,,DEFAULT,AT,EUR,,5700,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
015,,DEFAULT,AT,EUR,,4500,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
015,,DEFAULT,AT,EUR,,2250,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
051,,DEFAULT,AT,CHF,,13577,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
051,,DEFAULT,AT,CHF,,10719,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
051,,DEFAULT,AT,CHF,,5360,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
051,,DEFAULT,AT,EUR,,11807,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
051,,DEFAULT,AT,EUR,,9321,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
051,,DEFAULT,AT,EUR,,4661,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,051_29567823,DEFAULT,AT,CHF,,13110,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,051_29567823,DEFAULT,AT,CHF,,10350,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,051_29567823,DEFAULT,AT,CHF,,5175,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,051_30107816,DEFAULT,AT,CHF,,13656,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,051_30107816,DEFAULT,AT,CHF,,10781,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,051_30107816,DEFAULT,AT,CHF,,5391,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,051_30614390,DEFAULT,AT,CHF,,13984,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,051_30614390,DEFAULT,AT,CHF,,11040,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,051_30614390,DEFAULT,AT,CHF,,5520,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,052_29567823,DEFAULT,AT,CHF,,9723,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,052_29567823,DEFAULT,AT,CHF,,7676,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,052_29567823,DEFAULT,AT,CHF,,3838,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,052_30107816,DEFAULT,AT,CHF,,11471,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,052_30107816,DEFAULT,AT,CHF,,9056,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,052_30107816,DEFAULT,AT,CHF,,4528,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,052_30614390,DEFAULT,AT,CHF,,9286,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,052_30614390,DEFAULT,AT,CHF,,7331,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,052_30614390,DEFAULT,AT,CHF,,3666,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,053_29567823,DEFAULT,AT,CHF,,38713,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,053_29567823,DEFAULT,AT,CHF,,30563,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,053_29567823,DEFAULT,AT,CHF,,15282,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,058_24245592,DEFAULT,AT,CHF,,3773,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,058_24245592,DEFAULT,AT,CHF,,2979,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,058_24245592,DEFAULT,AT,CHF,,1490,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,058_26175504,DEFAULT,AT,CHF,,46931,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,058_26175504,DEFAULT,AT,CHF,,37051,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,058_26175504,DEFAULT,AT,CHF,,18526,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,059_24245592,DEFAULT,AT,CHF,,23152,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,059_24245592,DEFAULT,AT,CHF,,18278,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,059_24245592,DEFAULT,AT,CHF,,9139,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,059_26027598,DEFAULT,AT,CHF,,40814,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,059_26027598,DEFAULT,AT,CHF,,32222,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,059_26027598,DEFAULT,AT,CHF,,16111,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,059_26175504,DEFAULT,AT,CHF,,48269,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,059_26175504,DEFAULT,AT,CHF,,38107,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,059_26175504,DEFAULT,AT,CHF,,19054,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,060_24245592,DEFAULT,AT,CHF,,8116,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,060_24245592,DEFAULT,AT,CHF,,6407,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,060_24245592,DEFAULT,AT,CHF,,3204,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,060_26027598,DEFAULT,AT,CHF,,43493,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,060_26027598,DEFAULT,AT,CHF,,34337,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,060_26027598,DEFAULT,AT,CHF,,17169,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
,060_26175504,DEFAULT,AT,CHF,,45707,2021-01-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,060_26175504,DEFAULT,AT,CHF,,36085,2021-05-01T00:00:00-00:00,2037-12-31T23:59:59-00:00
,060_26175504,DEFAULT,AT,CHF,,18043,2021-06-23T00:00:00-00:00,2037-12-31T23:59:59-00:00
